,Job Title,Rating,Average_salary,State
796,machine learning engineer,3.3,85.5,IL
797,machine learning engineer,3.3,85.5,IL
798,data engineer,3.6,85.5,IL
799,data engineer,3.1,85.5,IL
800,analyst,5.0,85.5,IL
801,machine learning engineer,3.2,85.5,IL
802,other,3.3,85.5,IL
803,analyst,3.9,85.5,IL
804,data engineer,3.8,85.5,IL
805,analyst,3.4,85.5,IL
806,data engineer,3.0,85.5,IL
807,data engineer,3.5,85.5,IL
808,data scientist,4.1,85.5,IL
809,data engineer,4.6,85.5,IL
810,other,3.1,85.5,IL
811,data engineer,4.1,85.5,IL
812,analyst,3.1,85.5,IL
813,other,3.7,85.5,IL
814,data scientist,3.6,85.5,IL
815,data scientist,4.6,85.5,IL
816,data scientist,3.3,85.5,IL
817,data engineer,3.2,85.5,IL
818,data engineer,4.2,85.5,IL
819,analyst,4.2,85.5,IL
820,data engineer,4.0,85.5,IL
821,data scientist,2.9,85.5,IL
822,data scientist,3.4,85.5,IL
823,data engineer,4.0,96.5,IL
824,other,3.7,96.5,IL
825,other,3.6,96.5,IL
826,data engineer,3.7,96.5,IL
827,other,3.6,96.5,IL
828,other,4.0,96.5,IL
829,data engineer,4.7,96.5,IL
830,data scientist,2.9,96.5,IL
831,data engineer,3.3,96.5,IL
832,researcher,4.2,96.5,IL
833,data scientist,2.9,96.5,IL
834,manager,3.4,96.5,IL
835,data engineer,3.5,96.5,IL
836,analyst,2.9,56.5,IL
837,other,3.4,56.5,IL
838,data engineer,3.7,56.5,IL
839,analyst,3.2,56.5,IL
840,manager,4.5,56.5,IL
841,data scientist,3.8,56.5,IL
842,data engineer,3.3,56.5,IL
843,data engineer,3.2,56.5,IL
844,other,3.7,56.5,IL
845,manager,2.6,56.5,IL
846,data engineer,3.9,56.5,IL
847,analyst,4.6,56.5,IL
848,data scientist,2.2,56.5,IL
849,deep learning engineer,3.2,56.5,IL
850,other,3.6,56.5,IL
851,data engineer,3.7,56.5,IL
852,other,3.7,56.5,IL
853,researcher,3.9,56.5,IL
854,analyst,4.3,48.5,IL
855,other,3.7,48.5,IL
856,other,2.9,48.5,IL
857,other,4.6,48.5,IL
858,other,3.4,48.5,IL
859,analyst,3.5,48.5,IL
860,manager,3.5,48.5,IL
861,analyst,2.5,48.5,IL
862,analyst,4.1,48.5,IL
863,analyst,3.6,48.5,IL
864,analyst,4.1,48.5,IL
865,other,3.7,48.5,IL
866,manager,3.8,48.5,IL
867,analyst,3.2,48.5,IL
868,manager,3.9,48.5,IL
869,analyst,3.9,48.5,IL
870,analyst,3.5,48.5,IL
871,data engineer,4.4,48.5,IL
872,analyst,4.0,48.5,IL
873,other,4.1,48.5,IL
874,machine learning engineer,2.7,82.5,IL
875,analyst,4.7,82.5,IL
876,data engineer,3.6,82.5,IL
877,data engineer,3.1,82.5,IL
878,other,3.6,82.5,IL
879,other,3.2,82.5,IL
880,analyst,3.7,82.5,IL
881,other,3.2,82.5,IL
882,data engineer,5.0,82.5,IL
883,manager,4.6,82.5,IL
884,other,3.9,82.5,IL
885,other,3.9,82.5,IL
886,other,3.9,82.5,IL
887,data engineer,3.1,82.5,IL
888,other,3.9,82.5,IL
889,analyst,3.2,82.5,IL
890,other,3.2,82.5,IL
891,data scientist,4.2,82.5,IL
892,data scientist,3.6,82.5,IL
893,analyst,3.7,82.5,IL
894,analyst,4.2,82.5,IL
895,analyst,3.6,82.5,IL
896,other,3.2,82.5,IL
897,other,3.4,82.5,IL
898,analyst,4.9,82.5,IL
899,data engineer,2.9,82.5,IL
900,other,4.1,106.5,IL
901,data engineer,3.9,106.5,IL
902,other,3.5,106.5,IL
903,data engineer,4.1,106.5,IL
904,other,3.3,106.5,IL
905,other,3.9,106.5,IL
906,analyst,3.3,106.5,IL
907,data scientist,3.4,106.5,IL
908,data engineer,2.4,106.5,IL
909,other,3.4,106.5,IL
910,analyst,3.3,106.5,IL
911,analyst,3.0,106.5,IL
912,data engineer,5.0,106.5,IL
913,data engineer,5.0,106.5,IL
914,analyst,5.0,106.5,IL
915,data engineer,3.2,106.5,IL
916,researcher,1.0,106.5,IL
917,analyst,3.9,106.5,IL
918,data engineer,3.7,106.5,IL
919,other,3.4,106.5,IL
920,data engineer,2.9,106.5,IL
921,data engineer,3.8,106.5,IL
922,data scientist,4.6,106.5,IL
923,other,3.2,106.5,IL
924,data engineer,5.0,106.5,IL
925,data engineer,3.9,106.5,IL
926,analyst,4.5,106.5,IL
927,analyst,2.9,64.5,IL
928,data engineer,3.5,64.5,IL
929,data scientist,2.7,64.5,IL
930,analyst,3.5,64.5,IL
931,analyst,2.2,64.5,IL
932,manager,3.7,64.5,IL
933,other,3.7,132.5,TX
934,data scientist,3.5,132.5,TX
935,data scientist,3.3,132.5,TX
936,data scientist,4.9,132.5,TX
937,data engineer,3.9,132.5,TX
938,data scientist,2.2,132.5,TX
939,data scientist,3.9,132.5,TX
940,data scientist,4.2,132.5,TX
941,data scientist,3.4,132.5,TX
942,data scientist,3.4,132.5,TX
943,data scientist,3.7,132.5,TX
944,data scientist,3.8,132.5,TX
945,data scientist,3.3,132.5,TX
946,data engineer,3.2,132.5,TX
947,analyst,4.1,132.5,TX
948,data scientist,3.4,132.5,TX
949,data scientist,4.9,132.5,TX
950,data scientist,3.7,132.5,TX
951,other,4.0,132.5,TX
952,data scientist,2.9,132.5,TX
953,analyst,3.2,132.5,TX
954,data scientist,3.5,132.5,TX
955,data scientist,3.7,132.5,TX
956,data scientist,4.4,132.5,TX
957,data scientist,3.4,132.5,TX
958,other,4.1,132.5,TX
959,data engineer,3.3,132.5,TX
960,other,3.6,63.0,TX
961,data scientist,3.1,63.0,TX
962,data engineer,4.1,63.0,TX
963,data scientist,3.9,63.0,TX
964,data scientist,3.8,63.0,TX
965,other,3.6,63.0,TX
966,analyst,3.0,63.0,TX
967,analyst,3.9,63.0,TX
968,data scientist,3.2,63.0,TX
969,data scientist,3.4,63.0,TX
970,data scientist,3.1,63.0,TX
971,data scientist,3.6,63.0,TX
972,analyst,3.5,63.0,TX
973,analyst,4.8,63.0,TX
974,data scientist,5.0,63.0,TX
975,analyst,4.3,63.0,TX
976,analyst,2.8,63.0,TX
977,analyst,3.1,63.0,TX
978,data engineer,2.5,63.0,TX
979,data scientist,3.7,63.0,TX
980,data scientist,3.7,63.0,TX
981,data engineer,3.8,63.0,TX
982,analyst,2.5,63.0,TX
983,data scientist,3.6,63.0,TX
984,analyst,3.5,63.0,TX
985,data scientist,3.7,63.0,TX
986,analyst,3.9,63.0,TX
987,data scientist,3.4,53.5,TX
988,data engineer,4.9,53.5,TX
989,analyst,4.0,53.5,TX
990,analyst,4.9,53.5,TX
991,data scientist,3.9,53.5,TX
992,data scientist,3.7,53.5,TX
993,analyst,4.2,53.5,TX
994,other,3.8,53.5,TX
995,other,3.7,53.5,TX
996,analyst,2.4,53.5,TX
997,data engineer,4.0,53.5,TX
998,other,3.3,53.5,TX
999,analyst,3.2,53.5,TX
1000,analyst,3.2,53.5,TX
1001,other,3.6,53.5,TX
1002,analyst,2.5,53.5,TX
1003,analyst,3.2,53.5,TX
1004,other,2.8,53.5,TX
1005,analyst,5.0,53.5,TX
1006,other,3.9,53.5,TX
1007,other,3.3,53.5,TX
1008,other,3.5,53.5,TX
1009,data engineer,3.2,53.5,TX
1010,other,4.0,53.5,TX
1011,other,2.7,53.5,TX
1012,other,3.5,86.0,TX
1013,data scientist,3.0,86.0,TX
1014,data scientist,4.3,86.0,TX
1015,analyst,3.7,86.0,TX
1016,other,3.6,86.0,TX
1017,analyst,2.7,86.0,TX
1018,analyst,3.3,86.0,TX
1019,analyst,4.1,86.0,TX
1020,analyst,4.5,86.0,TX
1021,data engineer,3.9,86.0,TX
1022,analyst,3.6,86.0,TX
1023,machine learning engineer,3.8,86.0,TX
1024,analyst,3.6,86.0,TX
1025,other,4.1,86.0,TX
1026,manager,3.5,86.0,TX
1027,analyst,3.6,86.0,TX
1028,other,4.9,86.0,TX
1029,other,3.3,86.0,TX
1030,other,3.6,86.0,TX
1031,other,4.6,86.0,TX
1032,other,2.7,86.0,TX
1033,analyst,4.6,86.0,TX
1034,data engineer,3.4,86.0,TX
1035,other,4.0,86.0,TX
1036,other,4.2,86.0,TX
1037,other,3.4,86.0,TX
1038,other,3.7,86.0,TX
1039,analyst,2.8,86.0,TX
1040,data scientist,2.4,129.0,TX
1041,other,3.9,129.0,TX
1042,other,3.0,129.0,TX
1043,analyst,2.9,129.0,TX
1044,analyst,1.0,129.0,TX
1045,other,3.3,129.0,TX
1046,data scientist,3.6,129.0,TX
1047,data engineer,2.7,129.0,TX
1048,other,4.1,129.0,TX
1049,analyst,3.8,129.0,TX
1050,other,4.4,129.0,TX
1051,analyst,3.6,129.0,TX
1052,data scientist,3.8,129.0,TX
1053,machine learning engineer,5.0,129.0,TX
1054,data engineer,3.7,129.0,TX
1055,other,3.6,129.0,TX
1056,analyst,3.6,129.0,TX
1057,data engineer,3.9,129.0,TX
1058,analyst,2.8,129.0,TX
1059,other,2.7,129.0,TX
1060,data engineer,4.5,129.0,TX
1061,other,4.1,129.0,TX
1062,data engineer,3.5,129.0,TX
1063,manager,3.6,129.0,TX
1064,analyst,3.8,129.0,TX
1065,analyst,3.2,129.0,TX
1066,data scientist,3.7,177.5,TX
1067,data engineer,1.0,177.5,TX
1068,data engineer,3.3,177.5,TX
1069,data engineer,5.0,177.5,TX
1070,other,3.3,177.5,TX
1071,analyst,4.5,177.5,TX
1072,data scientist,2.8,177.5,TX
1073,data engineer,4.0,177.5,TX
1074,data engineer,3.9,177.5,TX
1075,data engineer,3.8,177.5,TX
1076,data scientist,3.9,177.5,TX
1077,other,3.3,177.5,TX
1078,analyst,4.6,177.5,TX
1079,data scientist,3.0,177.5,TX
1080,data engineer,3.7,177.5,TX
1081,analyst,4.4,177.5,TX
1082,data engineer,3.1,177.5,TX
1083,manager,2.0,177.5,TX
1084,analyst,3.6,177.5,TX
1085,data engineer,4.1,177.5,TX
1086,manager,4.5,177.5,TX
1087,other,2.7,177.5,TX
1088,other,3.7,177.5,TX
1089,other,4.1,177.5,TX
1090,other,4.0,177.5,TX
1091,other,4.1,177.5,TX
1092,other,3.7,177.5,TX
1093,data engineer,3.2,177.5,TX
1094,manager,3.2,177.5,TX
1095,analyst,3.2,84.5,TX
1096,data engineer,3.2,84.5,TX
1097,other,3.7,84.5,TX
1098,analyst,3.6,84.5,TX
1099,other,4.1,84.5,TX
1100,other,3.7,84.5,TX
1101,other,4.1,84.5,TX
1102,other,4.1,84.5,TX
1103,other,4.1,84.5,TX
1104,other,4.1,84.5,TX
1105,data engineer,3.7,84.5,TX
1106,data engineer,5.0,84.5,TX
1107,manager,3.7,84.5,TX
1108,analyst,2.0,84.5,TX
1109,analyst,3.2,84.5,TX
1110,analyst,3.2,84.5,TX
1111,other,4.1,84.5,TX
1112,data engineer,3.2,84.5,TX
1113,analyst,4.9,84.5,TX
1114,analyst,5.0,84.5,TX
1115,data engineer,3.1,84.5,TX
1116,analyst,3.8,84.5,TX
1117,analyst,3.8,104.5,TX
1118,data engineer,4.2,104.5,TX
1119,machine learning engineer,2.4,104.5,TX
1120,analyst,4.0,104.5,TX
1121,other,4.1,104.5,TX
1122,analyst,3.3,104.5,TX
1123,data engineer,3.4,104.5,TX
1124,analyst,3.1,104.5,TX
1125,other,3.1,104.5,TX
1126,data scientist,3.8,104.5,TX
1127,data engineer,3.1,104.5,TX
1128,other,3.5,104.5,TX
1129,other,4.1,104.5,TX
1130,other,4.1,104.5,TX
1131,data engineer,3.6,104.5,TX
1132,data engineer,3.7,104.5,TX
1133,other,4.1,104.5,TX
1134,manager,4.2,104.5,TX
1135,data scientist,4.2,104.5,TX
1136,data engineer,3.9,104.5,TX
1137,data engineer,3.5,104.5,TX
1138,data scientist,4.2,104.5,TX
1139,data scientist,4.2,104.5,TX
1140,data scientist,4.2,104.5,TX
1141,data scientist,4.0,122.5,AZ
1142,data scientist,4.2,122.5,AZ
1143,other,3.5,122.5,AZ
1144,analyst,4.4,122.5,AZ
1145,analyst,3.1,122.5,AZ
1146,data engineer,3.6,122.5,AZ
1147,data scientist,3.6,122.5,AZ
1148,data scientist,4.8,122.5,AZ
1149,data scientist,4.4,122.5,AZ
1150,data scientist,4.1,122.5,AZ
1151,data scientist,3.1,122.5,AZ
1152,data scientist,4.6,122.5,AZ
1153,data scientist,4.9,122.5,AZ
1154,analyst,3.7,122.5,AZ
1155,data scientist,4.2,122.5,AZ
1156,data scientist,3.3,122.5,AZ
1157,data scientist,3.9,122.5,AZ
1158,data scientist,3.9,122.5,AZ
1159,data scientist,4.4,122.5,AZ
1160,data scientist,4.0,122.5,AZ
1161,data scientist,2.8,122.5,AZ
1162,data scientist,3.7,122.5,AZ
1163,data scientist,3.5,122.5,AZ
1164,other,4.6,122.5,AZ
1165,data scientist,4.3,122.5,AZ
1166,machine learning engineer,3.8,122.5,AZ
1167,data scientist,3.3,122.5,AZ
1168,data engineer,4.8,122.5,AZ
1169,data scientist,3.2,128.0,AZ
1170,data scientist,3.6,128.0,AZ
1171,analyst,4.6,128.0,AZ
1172,data scientist,3.7,128.0,AZ
1173,analyst,3.9,128.0,AZ
1174,other,4.8,128.0,AZ
1175,other,3.9,128.0,AZ
1176,data scientist,3.8,128.0,AZ
1177,analyst,4.1,128.0,AZ
1178,analyst,4.6,128.0,AZ
1179,analyst,4.9,128.0,AZ
1180,analyst,3.5,128.0,AZ
1181,analyst,3.5,128.0,AZ
1182,data engineer,3.1,128.0,AZ
1183,analyst,3.2,128.0,AZ
1184,data scientist,3.6,128.0,AZ
1185,data scientist,4.1,128.0,AZ
1186,analyst,3.1,128.0,AZ
1187,analyst,3.6,128.0,AZ
1188,other,4.0,128.0,AZ
1189,data scientist,3.1,128.0,AZ
1190,data scientist,3.4,128.0,AZ
1191,data scientist,4.0,128.0,AZ
1192,data scientist,3.7,128.0,AZ
1193,data scientist,3.2,128.0,AZ
1194,other,3.6,128.0,AZ
1195,data scientist,3.6,128.0,AZ
1196,analyst,3.9,128.0,AZ
1197,other,3.5,128.0,AZ
1198,analyst,3.6,75.0,AZ
1199,other,2.9,75.0,AZ
1200,data engineer,4.0,75.0,AZ
1201,analyst,3.1,75.0,AZ
1202,manager,3.6,75.0,AZ
1203,data scientist,3.7,75.0,AZ
1204,data engineer,3.8,75.0,AZ
1205,data scientist,3.9,75.0,AZ
1206,data engineer,3.9,75.0,AZ
1207,analyst,3.5,75.0,AZ
1208,data scientist,3.9,75.0,AZ
1209,analyst,2.9,75.0,AZ
1210,data engineer,4.8,75.0,AZ
1211,analyst,3.0,75.0,AZ
1212,analyst,3.2,75.0,AZ
1213,analyst,4.0,75.0,AZ
1214,data scientist,3.7,75.0,AZ
1215,machine learning engineer,3.9,75.0,AZ
1216,other,3.7,75.0,AZ
1217,other,4.6,75.0,AZ
1218,data scientist,4.0,75.0,AZ
1219,analyst,4.9,75.0,AZ
1220,data engineer,4.9,75.0,AZ
1221,other,3.9,75.0,AZ
1222,other,3.9,75.0,AZ
1223,data scientist,4.0,75.0,AZ
1224,analyst,4.4,63.0,AZ
1225,analyst,2.9,63.0,AZ
1226,machine learning engineer,4.0,63.0,AZ
1227,other,3.7,63.0,AZ
1228,analyst,3.8,63.0,AZ
1229,data engineer,4.0,63.0,AZ
1230,data engineer,3.6,63.0,AZ
1231,analyst,3.7,63.0,AZ
1232,data engineer,2.9,63.0,AZ
1233,other,3.6,63.0,AZ
1234,data engineer,3.6,63.0,AZ
1235,analyst,5.0,63.0,AZ
1236,data engineer,4.7,63.0,AZ
1237,data scientist,3.8,63.0,AZ
1238,other,3.4,63.0,AZ
1239,analyst,3.2,63.0,AZ
1240,other,2.9,63.0,AZ
1241,other,3.1,63.0,AZ
1242,manager,3.7,63.0,AZ
1243,analyst,4.0,63.0,AZ
1244,data scientist,4.3,63.0,AZ
1245,analyst,3.0,63.0,AZ
1246,other,2.9,63.0,AZ
1247,data scientist,3.4,63.0,AZ
1248,analyst,3.8,63.0,AZ
1249,analyst,2.5,63.0,AZ
1250,manager,3.9,118.0,AZ
1251,analyst,3.1,118.0,AZ
1252,other,2.9,118.0,AZ
1253,data engineer,3.2,118.0,AZ
1254,data scientist,4.3,118.0,AZ
1255,data scientist,2.9,118.0,AZ
1256,analyst,2.5,118.0,AZ
1257,manager,3.2,118.0,AZ
1258,data engineer,4.6,118.0,AZ
1259,data engineer,5.0,118.0,AZ
1260,other,3.6,118.0,AZ
1261,other,3.5,118.0,AZ
1262,other,3.8,118.0,AZ
1263,analyst,4.5,118.0,AZ
1264,analyst,4.0,118.0,AZ
1265,data engineer,3.6,118.0,AZ
1266,data scientist,4.2,118.0,AZ
1267,data engineer,4.3,118.0,AZ
1268,other,3.9,118.0,AZ
1269,analyst,4.3,118.0,AZ
1270,data scientist,4.3,118.0,AZ
1271,data engineer,3.9,118.0,AZ
1272,data engineer,4.8,118.0,AZ
1273,analyst,2.8,118.0,AZ
1274,other,3.9,118.0,AZ
1275,data scientist,3.5,118.0,AZ
1276,data engineer,3.3,118.0,AZ
1277,analyst,4.5,118.0,AZ
1278,other,3.4,80.5,AZ
1279,data scientist,4.2,80.5,AZ
1280,other,4.0,80.5,AZ
1281,other,3.8,80.5,AZ
1282,other,3.2,80.5,AZ
1283,other,5.0,80.5,AZ
1284,data engineer,3.5,80.5,AZ
1285,analyst,3.0,80.5,AZ
1286,data engineer,3.4,80.5,AZ
1287,data scientist,2.9,80.5,AZ
1288,other,2.7,80.5,AZ
1289,data engineer,3.6,80.5,AZ
1290,data engineer,5.0,80.5,AZ
1291,analyst,4.4,80.5,AZ
1292,data scientist,3.9,80.5,AZ
1293,data engineer,4.1,80.5,AZ
1294,data engineer,3.6,80.5,AZ
1295,analyst,4.5,80.5,AZ
1296,data engineer,1.6,80.5,AZ
1297,analyst,3.2,80.5,AZ
1298,manager,3.7,80.5,AZ
1299,data engineer,4.1,80.5,AZ
1300,data engineer,4.1,80.5,AZ
1301,data engineer,3.2,80.5,AZ
1302,analyst,3.6,60.0,AZ
1303,data engineer,3.6,60.0,AZ
1304,other,3.0,60.0,AZ
1305,manager,4.1,60.0,AZ
1306,machine learning engineer,4.9,60.0,AZ
1307,analyst,4.2,60.0,AZ
1308,data engineer,4.3,60.0,AZ
1309,data engineer,4.0,60.0,AZ
1310,other,3.0,60.0,AZ
1311,other,4.2,60.0,AZ
1312,analyst,3.9,60.0,AZ
1313,other,3.5,60.0,AZ
1314,analyst,3.5,60.0,AZ
1315,analyst,5.0,60.0,AZ
1316,data engineer,3.9,60.0,AZ
1317,analyst,3.4,60.0,AZ
1318,analyst,3.1,60.0,AZ
1319,data engineer,4.1,60.0,AZ
1320,data engineer,3.9,60.0,AZ
1321,other,4.6,60.0,AZ
1322,data engineer,3.4,60.0,AZ
1323,data engineer,3.4,60.0,AZ
1324,manager,3.6,60.0,AZ
1325,data engineer,4.8,60.0,AZ
1326,data engineer,3.7,60.0,AZ
1327,analyst,3.6,60.0,AZ
1328,analyst,4.1,60.0,AZ
1329,data engineer,4.0,60.0,AZ
1330,data engineer,3.5,120.0,AZ
1331,data engineer,3.5,120.0,AZ
1332,other,3.1,120.0,AZ
1333,analyst,3.4,120.0,AZ
1334,data engineer,3.8,120.0,AZ
1335,analyst,4.1,120.0,AZ
1336,data engineer,5.0,120.0,AZ
1337,data engineer,4.0,120.0,AZ
1338,data engineer,5.0,120.0,AZ
1339,data engineer,4.0,120.0,AZ
1340,analyst,4.3,120.0,AZ
1341,data engineer,3.2,120.0,AZ
1342,analyst,4.0,120.0,AZ
1343,data engineer,3.9,120.0,AZ
1344,data engineer,4.0,120.0,AZ
1345,analyst,4.1,120.0,AZ
1346,data engineer,3.8,120.0,AZ
1347,data engineer,4.2,120.0,AZ
1348,other,4.0,120.0,AZ
1349,data engineer,4.1,120.0,AZ
1350,data engineer,4.0,120.0,AZ
1351,data engineer,3.7,104.0,AZ
1352,data engineer,2.9,104.0,AZ
1353,analyst,3.6,104.0,AZ
1354,data engineer,3.8,104.0,AZ
1355,other,3.7,104.0,AZ
1356,analyst,3.7,104.0,AZ
1357,data engineer,3.6,104.0,AZ
1358,data engineer,2.9,104.0,AZ
1359,data scientist,4.2,104.0,AZ
1360,other,2.5,104.0,AZ
1361,data engineer,3.7,104.0,AZ
1362,data scientist,3.4,104.0,AZ
1363,data engineer,3.1,104.0,AZ
1364,other,3.6,104.0,AZ
1365,data scientist,3.7,104.0,AZ
1366,analyst,3.6,104.0,AZ
1367,data engineer,3.2,104.0,AZ
1368,data engineer,3.8,92.5,AZ
1369,data engineer,3.6,92.5,AZ
1370,other,3.6,92.5,AZ
1371,data engineer,3.1,92.5,AZ
1372,data engineer,3.9,92.5,AZ
1373,data engineer,3.4,92.5,AZ
1374,data engineer,3.9,92.5,AZ
1375,analyst,3.8,92.5,AZ
1376,data engineer,3.2,92.5,AZ
1377,data engineer,3.5,92.5,AZ
1378,other,4.1,92.5,AZ
1379,data engineer,4.4,92.5,AZ
1380,data engineer,3.1,92.5,AZ
1381,data engineer,4.0,92.5,AZ
1382,data scientist,1.0,92.5,AZ
1383,data engineer,3.9,92.5,AZ
1384,data engineer,3.5,92.5,AZ
1385,other,5.0,92.5,AZ
1386,data engineer,4.1,92.5,AZ
1387,data engineer,3.8,92.5,AZ
1388,data scientist,4.2,92.5,AZ
1389,data scientist,4.2,92.5,AZ
1390,data scientist,4.2,92.5,AZ
1391,data engineer,4.4,92.5,AZ
1392,data engineer,3.6,92.5,AZ
1393,data engineer,3.2,92.5,AZ
1394,data scientist,4.2,92.5,AZ
1395,data engineer,3.9,136.0,AZ
1396,data engineer,3.9,136.0,AZ
1397,data scientist,4.2,136.0,AZ
1398,data engineer,3.8,136.0,AZ
1399,data scientist,4.2,136.0,AZ
1400,data engineer,3.1,136.0,AZ
1401,data scientist,4.0,122.0,DE
1402,data scientist,4.2,122.0,PA
1403,analyst,4.6,122.0,PA
1404,data engineer,5.0,122.0,DE
1405,data scientist,3.7,122.0,PA
1406,analyst,2.3,122.0,PA
1407,data scientist,3.5,122.0,NJ
1408,data scientist,3.8,122.0,PA
1409,data scientist,3.6,122.0,PA
1410,data scientist,4.3,122.0,PA
1411,data scientist,3.7,122.0,PA
1412,data scientist,4.2,122.0,PA
1413,data scientist,4.5,122.0,NJ
1414,data scientist,4.7,122.0,PA
1415,data scientist,3.1,122.0,PA
1416,data scientist,3.1,122.0,PA
1417,data scientist,3.9,122.0,PA
1418,machine learning engineer,4.4,122.0,PA
1419,researcher,3.6,122.0,PA
1420,data scientist,3.2,122.0,PA
1421,data scientist,3.4,122.0,PA
1422,analyst,3.7,122.0,PA
1423,data scientist,2.9,122.0,PA
1424,data scientist,3.7,122.0,PA
1425,data scientist,3.4,122.0,PA
1426,data engineer,3.1,122.0,PA
1427,other,4.1,122.0,PA
1428,data scientist,3.2,122.0,PA
1429,analyst,4.7,122.0,PA
1430,data engineer,4.7,122.0,PA
1431,data scientist,3.1,68.5,PA
1432,data engineer,3.9,68.5,PA
1433,data scientist,5.0,68.5,PA
1434,analyst,4.6,68.5,PA
1435,data scientist,3.5,68.5,PA
1436,data scientist,3.7,68.5,PA
1437,other,3.3,68.5,PA
1438,other,4.0,68.5,PA
1439,data scientist,1.6,68.5,PA
1440,analyst,3.8,68.5,PA
1441,data scientist,2.6,68.5,PA
1442,other,3.9,68.5,PA
1443,analyst,3.9,68.5,PA
1444,analyst,3.7,68.5,PA
1445,data scientist,3.4,68.5,PA
1446,other,4.0,68.5,PA
1447,data engineer,2.8,68.5,PA
1448,other,3.9,68.5,PA
1449,data scientist,2.8,68.5,PA
1450,data engineer,3.0,68.5,PA
1451,data scientist,3.8,68.5,PA
1452,data scientist,3.6,68.5,PA
1453,data scientist,3.1,68.5,PA
1454,analyst,4.3,68.5,PA
1455,analyst,3.7,68.5,PA
1456,other,4.6,68.5,PA
1457,analyst,3.6,68.5,PA
1458,data engineer,2.7,68.5,PA
1459,other,3.8,68.5,PA
1460,data scientist,3.3,94.0,PA
1461,other,4.3,94.0,PA
1462,data scientist,3.7,94.0,PA
1463,other,4.7,94.0,PA
1464,analyst,3.6,94.0,PA
1465,data scientist,3.6,94.0,PA
1466,other,3.6,94.0,PA
1467,analyst,3.5,94.0,PA
1468,data engineer,4.0,94.0,PA
1469,data engineer,3.7,94.0,PA
1470,analyst,4.1,94.0,PA
1471,data scientist,3.7,94.0,PA
1472,analyst,2.4,94.0,PA
1473,other,3.5,94.0,PA
1474,analyst,3.9,94.0,PA
1475,data scientist,1.0,94.0,PA
1476,data engineer,3.5,94.0,PA
1477,analyst,3.8,94.0,PA
1478,data scientist,2.7,94.0,PA
1479,analyst,5.0,94.0,PA
1480,analyst,3.5,94.0,PA
1481,data scientist,3.9,94.0,PA
1482,analyst,3.5,94.0,NJ
1483,data scientist,3.7,94.0,PA
1484,data scientist,4.3,94.0,PA
1485,analyst,4.2,94.0,PA
1486,analyst,4.3,94.0,PA
1487,analyst,3.7,94.0,PA
1488,analyst,4.0,94.0,NJ
1489,data scientist,3.7,94.0,PA
1490,data scientist,3.6,62.0,PA
1491,analyst,3.3,62.0,PA
1492,analyst,3.5,62.0,NJ
1493,analyst,4.1,62.0,PA
1494,other,3.5,62.0,PA
1495,other,2.6,62.0,PA
1496,data scientist,3.7,62.0,PA
1497,analyst,3.6,62.0,PA
1498,analyst,3.2,62.0,PA
1499,data scientist,2.5,62.0,PA
1500,other,3.7,62.0,PA
1501,analyst,3.8,62.0,PA
1502,analyst,4.3,62.0,PA
1503,other,3.2,62.0,PA
1504,data scientist,3.4,62.0,PA
1505,data engineer,3.6,62.0,PA
1506,data engineer,4.5,62.0,PA
1507,other,3.9,62.0,PA
1508,data scientist,3.2,62.0,PA
1509,data scientist,4.7,62.0,PA
1510,analyst,3.2,62.0,PA
1511,analyst,5.0,62.0,PA
1512,data scientist,3.1,62.0,PA
1513,machine learning engineer,3.1,62.0,PA
1514,data scientist,4.7,62.0,PA
1515,other,3.8,62.0,PA
1516,manager,3.8,62.0,PA
1517,data engineer,3.4,62.0,PA
1518,analyst,3.7,62.0,PA
1519,manager,4.0,130.0,PA
1520,data engineer,3.3,130.0,PA
1521,analyst,5.0,130.0,PA
1522,other,3.2,130.0,PA
1523,other,3.8,130.0,PA
1524,data engineer,3.8,130.0,PA
1525,analyst,4.0,130.0,PA
1526,analyst,2.8,130.0,PA
1527,data engineer,4.6,130.0,PA
1528,other,3.6,130.0,PA
1529,other,4.5,130.0,PA
1530,director,3.6,130.0,PA
1531,analyst,4.4,130.0,PA
1532,data engineer,3.9,130.0,PA
1533,analyst,3.8,130.0,PA
1534,data engineer,3.9,130.0,PA
1535,data engineer,4.6,130.0,PA
1536,other,4.0,130.0,PA
1537,analyst,3.6,130.0,PA
1538,data scientist,3.2,130.0,PA
1539,other,3.0,130.0,PA
1540,data scientist,3.1,130.0,PA
1541,other,4.3,130.0,PA
1542,other,3.2,130.0,PA
1543,other,5.0,130.0,PA
1544,other,3.2,130.0,PA
1545,data engineer,3.9,130.0,PA
1546,data engineer,2.9,130.0,PA
1547,data scientist,3.2,130.0,PA
1548,other,3.6,82.5,PA
1549,other,3.2,82.5,PA
1550,data engineer,5.0,82.5,PA
1551,data engineer,4.7,82.5,PA
1552,data scientist,3.1,82.5,PA
1553,analyst,4.5,82.5,PA
1554,analyst,4.3,82.5,PA
1555,data engineer,3.0,82.5,PA
1556,other,3.7,82.5,PA
1557,other,4.5,82.5,PA
1558,data engineer,4.2,82.5,PA
1559,data scientist,3.4,82.5,PA
1560,other,3.2,82.5,PA
1561,data engineer,3.5,82.5,PA
1562,other,3.4,82.5,PA
1563,other,3.2,82.5,PA
1564,other,3.2,82.5,PA
1565,analyst,4.2,82.5,PA
